,id,author_id,author_handle,author_name,author_description,author_location,author_verified,text,is_reply,like_count,quote_count,reply_count,retweet_count,created_at,labels
0,1341857749559328768,36081031,UIPD,U of I Police,Keeping the peace on the University of Illinois Urbana-Champaign campus. This profile is not monitored 24/7 — call 911 for emergencies.,"Urbana, Ill.",True,"Chief Cary received her COVID-19 vaccine today, as will a number of UIPD officers. It protects both the officers and the community members who interact with officers.

She said the process was easy and encourages others to receive the vaccination when they have the opportunity. https://t.co/djW2HihGrU",False,15,1,1,0,2020-12-23 21:26:32 UTC,1.0
1,1357610574679429120,17590445,ilenealizah,Ilene Kaminsky,dx de novo #metastaticBC #Etsy seller #YeuxDeux #vintage #writer #poet & #blogger👇🏻 #crazycatlady & btw #fuckcancer,"North Auburn, CA",False,"#WorldCancerDay day came and went, like every other day for us with #MetastaticBreastCancer we get one day in October and we aren’t recognized as #immunocompromised enough to get the #COVID19 #vaccine. I couldn’t see a way to celebrate when I can’t stand for long with cellulitis",False,15,0,1,0,2021-02-05 08:42:38 UTC,-1.0
2,1341555668063535105,1085354391799058432,sarahnalfieri,"Sarah Alfieri, Future AuD","Future Pediatric Audiologist. Vandy Grad and Double 'Dore. VUMC Audiology Extern. Taylor Swift Enthusiast.
She/Her/Hers
 #AuDtoBe #AuD2021 #VandyAuD #SAABoD","Nashville, TN",False,"Unblinded today and officially vaccinated against COVID-19! Wow!

Participating in the Moderna vaccine trial has been an absolute joy. Thank you, VUMC. Thank you @DollyParton. Thank you, Moderna! #moderna #covid19 #vaccinated #covidvaccine https://t.co/k2Cfd2z9Be",False,27,0,2,1,2020-12-23 01:26:10 UTC,1.0
3,1324321825866674176,58757175,ganeshchetan,Ganesh Chetan,"Interests: Politics, Linguistics, Education, Language Planning, Federalism, Consumer Rights, Language Rights",Bengaluru,False,"As I told earlier since Trump has been defeated, vaccines are coming now. https://t.co/Ow3zDvOUFU",True,24,0,1,2,2020-11-05 12:05:02 UTC,1.0
4,1331437232637394944,216620491,piaranada,Pia Ranada,Covers Malacañang and the Philippine President for @rapplerdotcom Got any Palace tips? Email me at pia.ranada@rappler.com,Philippines,True,"Philippine government says it may get 50 million doses of China COVID-19 vaccine from Sinovac, says vaccine czar Carlito Galvez Jr. @rapplerdotcom",False,16,7,2,2,2020-11-25 03:19:07 UTC,0.0
5,1348056484953919489,21419504,WCVB,WCVB-TV Boston,Real time updates from Boston's News Leader: WCVB NewsCenter 5,"Boston, MA",True,Local ambulance company recruiting to help administer COVID-19 vaccine https://t.co/gAjd1xD5cU,False,23,2,0,2,2021-01-09 23:58:06 UTC,0.0
6,1342354548820623360,134758540,timesofindia,The Times Of India,"News. Views. Analysis. Conversations. India’s No.1 digital news destination, world’s largest-selling English newspaper - A Times Internet Limited Product",New Delhi,True,"Government gearing up for roll-out of Covid-19 vaccine across the country

#Covid19Outbreak LIVE updates:https://t.co/7KvJylAHyH https://t.co/DSi3GoCVS5",True,26,1,0,2,2020-12-25 06:20:38 UTC,0.0
7,1366433802340417537,986780047,RDEhospitals,Royal Devon & Exeter NHS Foundation Trust,Official Twitter news feed for the Royal Devon & Exeter NHS Foundation Trust. Monitored Mon-Fri 9am-5pm.,Exeter,True,"Today we’re celebrating the incredible Research and Development teams! Despite ever-changing conditions, they have continued current research activity, set up studies to support investigation of treatments for COVID-19, and successfully delivered a COVID-19 vaccine study. https://t.co/CLoFsazaES",False,57,1,1,3,2021-03-01 17:03:00 UTC,1.0
8,1373027332164845571,11777302,TheLantern,The Lantern,"The official Twitter of Ohio State’s independent student newspaper, The Lantern. Follow @LanternSports, @LanternArtsLife and @LanternTV for tailored updates.","Columbus, Ohio",True,"The Wexner Medical Center at Ohio State celebrated its 100,000th COVID-19 vaccine at the Schottenstein Center Friday. https://t.co/gIVAdA0W94",False,28,1,1,3,2021-03-19 21:43:20 UTC,1.0
9,1345613189568888833,39743812,EconomicTimes,Economic Times,"India's No. 1 Business Daily that brings you the latest #news updates | A Times Internet Product
https://t.co/1XskCMZXK5",,True,#Covid19 | DGCI approves two vaccines for emergency use https://t.co/Dy81RyCrQJ,False,42,2,2,3,2021-01-03 06:09:19 UTC,0.0
10,1354145571594858497,1059487597,RanuDhillon,Ranu Dhillon,Doc @harvardmed @BrighamWomens & CA. I work on epidemics & primary health systems in LMICs & helped manage Guinea's Ebola response as advisor to @President_GN,,False,"Great to see my former colleague &amp; our former-but-soon-again-to-be Surgeon General @vivek_murthy supporting rapid tests (https://t.co/gvbV9RtpS0)
&amp; #bettermasks (https://t.co/siWcsVX8en)

@sri_srikrishna @AbraarKaran &amp; I pushed for these for months; would be even more crucial now https://t.co/HGIt6zMaZY",True,15,0,0,4,2021-01-26 19:13:57 UTC,0.0
11,1339381301325910016,49616273,globaltimesnews,Global Times,"China's national English language newspaper, under the People's Daily. Apps: https://t.co/pKmPtcE99D","Beijing, China",True,"According to Reuters, #coronavirus #vaccines from #China's Sinovac may be ready for use in Brazil by mid-February, the country's health minister said on Wednesday. https://t.co/rFm1r7yQpi",False,30,1,5,5,2020-12-17 01:26:01 UTC,0.0
12,1329062891803250689,2290164373,bobbybonesshow,Bobby Bones Show,@mrbobbybones @radioamy @radiolunchbox @producereddie @webgirlmorgan @sznraymundo @mikedeestro @hillaryborden @Singinabby @ScubaSteveRadio,Nashville,True,.@mrBobbyBones BIG story; a huge shoutout to @DollyParton for her role in COVID-19 vaccine.  https://t.co/jWNtuIudr6,False,43,0,3,5,2020-11-18 14:04:20 UTC,0.0
13,1368023990577594368,1308441817,bernybelvedere,Berny Belvedere,Editor in Chief @ArcDigi. 👑 of The Discourse™,,False,The extent to which Republican news chuds have hammered Cuomo’s COVID performance is rather amazing considering that Trump was basically Cuomo writ large—and without the ability to run a coherent press conference. Trump was a 50-state Cuomo. https://t.co/6xpC2rAURG,True,39,1,8,5,2021-03-06 02:21:50 UTC,0.0
14,1373741053031948288,25985333,ntvkenya,NTV Kenya,"LIVE STREAM: https://t.co/Vp8SMcv7jV ____________________________________________
Follow @NTVnewsroom for breaking news, @NTVSasa for Kiswahili updates.",Nairobi,True,"India offers to help Kenya with Covid-19 vaccine rollout

https://t.co/oc4dGs9csG https://t.co/88cnkMv13Q",False,102,3,18,6,2021-03-21 20:59:24 UTC,0.0
15,1350563017931575296,2813576973,RDShoulder,Ruth Delaney,Harvard- & French-trained shoulder surgeon | UCC alum | Opinions my own | Follow/RT ≠ endorsement | Cannot answer patient queries on Twitter,"Dublin, Ireland",False,"Covid-19 is the common enemy.Every effort to combat this virus matters,every vaccine delivered into a recipient matters(whether recipient is a public or a private frontline worker)&amp; every effort to support non-covid medical needs counts.Let’s not buy into the political posturing. https://t.co/90l5Lgp5QI",False,28,0,1,6,2021-01-16 21:58:10 UTC,0.0
16,1368443374945058816,25887412,10NewsFirst,10 News First,"The official Twitter page for 10 News First, featuring top national stories, breaking news and good discussion. Retweets are not endorsements.",Australia,True,"Former Prime Minister Julia Gillard has rolled up her sleeve and received her first COVID-19 vaccination as she launches a push to win over young women, who are sceptical about the jab. #auspol | @danielsutton10 https://t.co/Y8i9cFLfrj",False,19,2,5,6,2021-03-07 06:08:19 UTC,0.0
17,1356312916593692672,114566034,DanODonnellShow,Dan O'Donnell,"Host of The Dan O'Donnell Show, weekdays 9-11 am on @NewsTalk1130 WISN and @1310WIBA and any time on your @iHeartRadio app","Milwaukee, WI",True,"Why is Wisconsin lagging nearly every other state in administering the COVID-19 vaccine to its residents? As of today, only 1.7% of Wisconsinites have been vaccinated and just 9.3% have received one of the two shots. https://t.co/arj3kuAlB3",False,30,1,12,8,2021-02-01 18:46:13 UTC,0.0
18,1374073166566424583,1008010147166326784,VoteCommon,Vote Common Good,We are fighting against Trumpism because of our faith. Will you join us?,,False,"444 people died from Coronavirus yesterday in the United States. 

That’s 444 people who lost a parent, a child, a coworker or a spouse. 

444 lives taken too soon. 

Hope is here, vaccines are here, but for now - keep masking and distancing. 

Your care saves lives.",False,27,1,6,8,2021-03-22 18:59:06 UTC,0.0
19,1375630299841789953,36271552,pvsubramanyam,Subramoney.com,We make smart people richer,"Facebook, Twitter, LinkedIn",False,"Alzheimers drugs have 99.6% failure. Let that sink in, before you worry about the #Covid19 vaccine",False,75,0,3,9,2021-03-27 02:06:36 UTC,0.0
20,1354043927788187648,2460564014,walidgellad,"Walid Gellad, MD MPH","Physician + Professor @PittTweet, @PittGIM, and @PittPubHealth. Director, Center for Pharmaceutical Policy & Prescribing (@PittCP3). Opinions are mine.","Pittsburgh, PA",True,"Looks like next week for J&amp;J vaccine results. 

What is wonderful is that 100 million doses by end of June means 100 million people, since it’s one shot. 

J&amp;J vaccine efficacy means a normal summer for the US. https://t.co/KuuaIKo2sp",True,45,1,4,9,2021-01-26 12:30:03 UTC,1.0
21,1340323175108886528,1156741633494409216,DeeperThanWater,Deeper Than Water,"#DeeperThanWater Coalition. We believe in total abolition: prisons/borders are violence | https://t.co/FGzbHUGMqq | https://t.co/VaHWQl3ns9 
#NoMoreCages","Boston, MA",False,"📢 Do you have an incarcerated loved one? 📢 

Help collect questions from people inside about the new COVID-19 vaccine so we can send the answers back inside. 

 visit: https://t.co/3iNiN2sJ2N spread/RT:  https://t.co/hRsqfeVWyU",False,16,1,0,9,2020-12-19 15:48:41 UTC,0.0
